id,type,category,subsection,enabled,sort_order,icon,request_kind,target_department,notify_departments,request_type,requires_note,requires_quantity,min_qty,max_qty,requires_time,time_mode,options_raw,requires_billing,price,currency,pdf_url,external_url,link_url,guest_visible,staff_visible,ai_visible,confirmation_mode,section_title_bg,section_title_de,section_title_en,section_title_ro,section_title_cs,title_bg,title_de,title_en,title_ro,title_cs,subtitle_bg,subtitle_de,subtitle_en,subtitle_ro,subtitle_cs,description_bg,description_de,description_en,description_ro,description_cs,policy_bg,policy_de,policy_en,policy_ro,policy_cs,success_bg,success_de,success_en,success_ro,success_cs,staff_label_bg,staff_label_de,staff_label_en,staff_label_ro,staff_label_cs,keywords,options_bg,options_de,options_en,options_ro,options_cs,option_image_urls,option_info_bg,option_info_en,option_info_de,option_info_ro,option_info_cs,section_title_ru,title_ru,subtitle_ru,description_ru,policy_ru,success_ru,staff_label_ru,options_ru,option_info_ru,aliases_bg,aliases_en,aliases_de,aliases_ro,aliases_cs,aliases_ru,intent_tags,ui_section_id,canonical_ref
extra_cleaning,request,housekeeping,services,False,11,sparkles,standard,housekeeping,,extra_cleaning,True,False,1,1,False,none,,False,,,,,,True,True,False,staff_required,Камериерки,Housekeeping,Housekeeping,Curățenie,Úklid pokoje,Допълнително почистване,Zusätzliche Reinigung,Extra cleaning,Curățenie suplimentară,Dodatečný úklid,,,,,,Заявете „Допълнително почистване“ от екипа на камериерките.,„Zusätzliche Reinigung“ beim Housekeeping anfragen.,Request “Extra cleaning” from housekeeping.,Solicitați „Curățenie suplimentară” de la serviciul de curățenie.,Požádejte úklid o „Dodatečný úklid“.,,,,,,Заявката „Допълнително почистване“ е изпратена.,Ihre Anfrage „Zusätzliche Reinigung“ wurde gesendet.,Your “Extra cleaning” request has been sent.,Solicitarea „Curățenie suplimentară” a fost trimisă.,Požadavek „Dodatečný úklid“ byl odeslán.,Допълнително почистване,Zusätzliche Reinigung,Extra cleaning,Curățenie suplimentară,Dodatečný úklid,,,,,,,,,,,,,Уборка номера,Дополнительная уборка,,Закажите «Дополнительная уборка» в службе уборки номера.,,Запрос «Дополнительная уборка» отправлен.,Дополнительная уборка,,,Допълнително почистване,Extra cleaning,Zusätzliche Reinigung,Curățenie suplimentară,Dodatečný úklid,Дополнительная уборка,request_service|extra_cleaning,housekeeping,
minibar_refill,request,housekeeping,services,True,12,minibar,standard,housekeeping,,minibar_refill,False,False,1,1,False,none,,False,,,,,,True,True,True,staff_required,Камериерки,Housekeeping,Housekeeping,Curățenie,Úklid pokoje,Зареждане на минибар,Minibar auffüllen,Minibar refill,Reumplere minibar,Doplnění minibaru,,,,,,Заявете „Зареждане на минибар“ от екипа на камериерките.,„Minibar auffüllen“ beim Housekeeping anfragen.,Request “Minibar refill” from housekeeping.,Solicitați „Reumplere minibar” de la serviciul de curățenie.,Požádejte úklid o „Doplnění minibaru“.,,,,,,Заявката „Зареждане на минибар“ е изпратена.,Ihre Anfrage „Minibar auffüllen“ wurde gesendet.,Your “Minibar refill” request has been sent.,Solicitarea „Reumplere minibar” a fost trimisă.,Požadavek „Doplnění minibaru“ byl odeslán.,Зареждане на минибар,Minibar auffüllen,Minibar refill,Reumplere minibar,Doplnění minibaru,,,,,,,,,,,,,Уборка номера,Пополнение мини-бара,,Закажите «Пополнение мини-бара» в службе уборки номера.,,Запрос «Пополнение мини-бара» отправлен.,Пополнение мини-бара,,,Зареждане на минибар|зареждане на минибар|допълване на минибар,Minibar refill|minibar refill|refill the minibar,Minibar auffüllen|minibar auffüllen,Reumplere minibar|reumplere minibar,Doplnění minibaru|doplnit minibar,Пополнение мини-бара|пополнить мини-бар|наполнение мини-бара,request_service|minibar_refill,housekeeping,
other_housekeeping,request,housekeeping,services,True,13,clipboard,standard,housekeeping,,other_housekeeping,True,False,1,1,False,none,,False,,,,,,True,True,True,staff_required,Камериерки,Housekeeping,Housekeeping,Curățenie,Úklid pokoje,Друга заявка към камериерки,Andere Housekeeping-Anfrage,Other housekeeping request,Altă solicitare pentru curățenie,Jiný požadavek na úklid,,,,,,Заявете „Друга заявка към камериерки“ от екипа на камериерките.,„Andere Housekeeping-Anfrage“ beim Housekeeping anfragen.,Request “Other housekeeping request” from housekeeping.,Solicitați „Altă solicitare pentru curățenie” de la serviciul de curățenie.,Požádejte úklid o „Jiný požadavek na úklid“.,,,,,,Заявката „Друга заявка към камериерки“ е изпратена.,Ihre Anfrage „Andere Housekeeping-Anfrage“ wurde gesendet.,Your “Other housekeeping request” request has been sent.,Solicitarea „Altă solicitare pentru curățenie” a fost trimisă.,Požadavek „Jiný požadavek na úklid“ byl odeslán.,Друга заявка към камериерки,Andere Housekeeping-Anfrage,Other housekeeping request,Altă solicitare pentru curățenie,Jiný požadavek na úklid,,,,,,,,,,,,,Уборка номера,Другой запрос в службу уборки,,Закажите «Другой запрос в службу уборки» в службе уборки номера.,,Запрос «Другой запрос в службу уборки» отправлен.,Другой запрос в службу уборки,,,Друга заявка към камериерки,Other housekeeping request,Andere Housekeeping-Anfrage,Altă solicitare pentru curățenie,Jiný požadavek na úklid,Другой запрос в службу уборки,request_service|housekeeping_other,housekeeping,
coffee_capsules,request,housekeeping,room_comfort,True,70,☕,quantity,housekeeping,reception,coffee_capsules,False,True,1,20,False,,,True,"2,05",€,,,,True,True,True,instant,,,,,,Кафе капсули,Kaffeekapseln,Coffee capsules,Capsule de cafea,Kávové kapsle,"2,05 € / бр.","2,05 € pro Stück",€2.05 each,"2,05 € / buc.","2,05 € / ks",Кафе капсулите са платена услуга и ще бъдат начислени към сметката на стаята.,Kaffeekapseln sind kostenpflichtig und werden auf Ihr Zimmerkonto gebucht.,Coffee capsules are a paid service and will be charged to your room account.,Capsulele de cafea sunt un serviciu contra cost și vor fi adăugate la contul camerei.,Kávové kapsle jsou placená služba a budou účtovány na pokoj.,"Платена услуга: 2,05 € / бр.","Kostenpflichtige Leistung: 2,05 € pro Stück.",Paid service: €2.05 each.,"Serviciu contra cost: 2,05 € / buc.","Placená služba: 2,05 € / ks.",Заявката за кафе капсули е изпратена.,Ihre Anfrage für Kaffeekapseln wurde gesendet.,Your coffee capsule request has been sent.,Solicitarea pentru capsule de cafea a fost trimisă.,Požadavek na kávové kapsle byl odeslán.,Кафе капсули,Kaffeekapseln,Coffee capsules,Capsule de cafea,Kávové kapsle,coffee_capsules|кафе|кафе капсули|капсули|машина за кафе|еспресо|платена услуга|coffee|coffee capsules|capsules|coffee machine|espresso|paid service|kaffee|kaffeekapseln|kapseln|kaffeemaschine|espresso|kostenpflichtige leistung|cafea|capsule de cafea|capsule|aparat de cafea|espresso|serviciu contra cost|káva|kávové kapsle|kapsle|kávovar|espresso|placená služba|кофе|кофейные капсулы|капсулы|кофемашина|эспрессо,,,,,,,,,,,,,Кофейные капсулы,"2,05 € / шт.",Кофейные капсулы являются платной услугой и будут начислены на счет номера.,"Платная услуга: 2,05 € / шт.",Запрос на кофейные капсулы отправлен.,Кофейные капсулы,,,Кафе капсули|кафе капсули|капсули за кафе|поръчка на капсули,Coffee capsules|coffee capsules|coffee pods|order capsules,Kaffeekapseln|kaffeekapseln|kaffeepads,Capsule de cafea|capsule de cafea,Kávové kapsle|kávové kapsle,Кофейные капсулы|кофейные капсулы|капсулы для кофе,coffee_capsules|paid_item|coffee_order,housekeeping,
pillow_menu,request,housekeeping,room_comfort,True,80,🛏️,selection,housekeeping,reception,pillow_menu,False,False,,,False,,"Magniflex VIRTUOSO — 11,00 €|Magniflex ABBRACCIO — 11,00 €|isleep MEMOGEL — 11,00 €",True,"11,00",€,,,,True,True,True,instant,,,,,,Меню възглавници,Kissenmenü,Pillow menu,Meniu perne,Nabídka polštářů,"Избор на възглавница — 11,00 €","Kissenauswahl — 11,00 €",Pillow selection — €11.00,"Alegere pernă — 11,00 €","Výběr polštáře — 11,00 €",Изберете възглавница за максимален комфорт. Услугата е платена и се начислява към сметката на стаята.,Wählen Sie ein Kissen für maximalen Komfort. Dies ist eine kostenpflichtige Leistung und wird auf Ihr Zimmerkonto gebucht.,Choose a pillow for maximum comfort. This is a paid service and will be charged to your room account.,Alegeți o pernă pentru confort maxim. Serviciul este contra cost și va fi adăugat la contul camerei.,Vyberte si polštář pro maximální pohodlí. Jedná se o placenou službu a bude účtována na pokoj.,"Платена услуга: 11,00 €.","Kostenpflichtige Leistung: 11,00 €.",Paid service: €11.00.,"Serviciu contra cost: 11,00 €.","Placená služba: 11,00 €.",Заявката за възглавница е изпратена.,Ihre Anfrage für ein Kissen wurde gesendet.,Your pillow request has been sent.,Solicitarea pentru pernă a fost trimisă.,Požadavek na polštář byl odeslán.,Меню възглавници,Kissenmenü,Pillow menu,Meniu perne,Nabídka polštářů,pillow_menu|възглавница|възглавници|меню възглавници|магнифлекс|виртуозо|абрачо|мемогел|платена услуга|pillow|pillows|pillow menu|magniflex|virtuoso|abbraccio|memogel|paid service|kissen|kissenmenü|magniflex|virtuoso|abbraccio|memogel|kostenpflichtige leistung|pernă|perne|meniu perne|magniflex|virtuoso|abbraccio|memogel|serviciu contra cost|polštář|polštáře|nabídka |polštářů|magniflex|virtuoso|abbraccio|memogel|placená služba|подушка|подушки|меню подушек|ортопедическая подушка,"Magniflex VIRTUOSO — 11,00 €|Magniflex ABBRACCIO — 11,00 €|isleep MEMOGEL — 11,00 €","Magniflex VIRTUOSO — 11,00 €|Magniflex ABBRACCIO — 11,00 €|isleep MEMOGEL — 11,00 €",Magniflex VIRTUOSO — €11.00|Magniflex ABBRACCIO — €11.00|isleep MEMOGEL — €11.00,"Magniflex VIRTUOSO — 11,00 €|Magniflex ABBRACCIO — 11,00 €|isleep MEMOGEL — 11,00 €","Magniflex VIRTUOSO — 11,00 €|Magniflex ABBRACCIO — 11,00 €|isleep MEMOGEL — 11,00 €",/hotel-assets/aquamarine/pillows/virtuoso.png|/hotel-assets/aquamarine/pillows/abbraccio.png|/hotel-assets/aquamarine/pillows/memogel.jpg,"Мека възглавница с класическа форма и ядро от Mallow Foam – иновативна мемори пяна с екстракт от малва. Подходяща за гости, които предпочитат по-мека и нежна опора по време на сън.|Висока възглавница от 100% Memory Foam HD със стабилна опора и правилна позиция на тялото. Подходяща за всички позиции на сън и за гости, търсещи ортопедичен комфорт.|Двуслойна възглавница от Memory Foam и Gel Foam с охлаждащ ефект и оптимална поддръжка на глава и врат. Подходяща за гости, които предпочитат свеж и модерен комфорт.","Soft pillow with a classic shape and a Mallow Foam core – innovative memory foam with mallow extract. Suitable for guests who prefer softer and gentler support during sleep.|High pillow made of 100% Memory Foam HD, providing stable support and proper body position during sleep. Suitable for all sleeping positions and for guests looking for orthopedic comfort.|Dual-layer pillow made of Memory Foam and Gel Foam, combining a cooling effect with optimal support for the head and neck. Suitable for guests who prefer fresh, modern comfort.","Weiches Kissen in klassischer Form mit Mallow-Foam-Kern – innovativer Memory-Schaum mit Malvenextrakt. Geeignet für Gäste, die eine weichere und sanfte Unterstützung während des Schlafs bevorzugen.|Hohes Kissen aus 100% Memory Foam HD, das stabile Unterstützung und eine korrekte Körperposition während des Schlafs bietet. Geeignet für alle Schlafpositionen und für Gäste, die orthopädischen Komfort suchen.|Zweischichtiges Kissen aus Memory Foam und Gel Foam mit kühlendem Effekt und optimaler Unterstützung für Kopf und Nacken. Geeignet für Gäste, die frischen und modernen Komfort bevorzugen.","Pernă moale cu formă clasică și nucleu din Mallow Foam – spumă cu memorie inovatoare cu extract de nalbă. Potrivită pentru oaspeții care preferă un suport mai moale și delicat în timpul somnului.|Pernă înaltă din 100% Memory Foam HD, care oferă suport stabil și o poziție corectă a corpului în timpul somnului. Potrivită pentru toate pozițiile de dormit și pentru oaspeții care caută confort ortopedic.|Pernă cu nucleu în două straturi din Memory Foam și Gel Foam, care combină efectul de răcire cu suportul optim pentru cap și gât. Potrivită pentru oaspeții care preferă un confort proaspăt și modern.","Měkký polštář klasického tvaru s jádrem z Mallow Foam – inovativní paměťové pěny s výtažkem ze slézu. Vhodný pro hosty, kteří během spánku preferují měkčí a jemnější oporu.|Vysoký polštář ze 100% Memory Foam HD, který poskytuje stabilní oporu a správnou polohu těla během spánku. Vhodný pro všechny polohy spánku a pro hosty, kteří hledají ortopedický komfort.|Dvouvrstvý polštář z Memory Foam a Gel Foam, který kombinuje chladivý efekt s optimální podporou hlavy a krku. Vhodný pro hosty, kteří preferují svěží a moderní komfort.",,Меню подушек,"Выбор подушки — 11,00 €",Выберите подушку для максимального комфорта. Услуга платная и начисляется на счет номера.,"Платная услуга: 11,00 €.",Запрос на подушку отправлен.,Меню подушек,"Magniflex VIRTUOSO — 11,00 €|Magniflex ABBRACCIO — 11,00 €|isleep MEMOGEL — 11,00 €","Мягкая подушка классической формы с сердцевиной из Mallow Foam — инновационной пены с эффектом памяти и экстрактом мальвы. Подходит гостям, предпочитающим более мягкую и деликатную поддержку во время сна.|Высокая подушка из 100% Memory Foam HD, обеспечивающая стабильную поддержку и правильное положение тела. Подходит для сна в любом положении и для гостей, которым важен ортопедический комфорт.|Двухслойная подушка из Memory Foam и Gel Foam с охлаждающим эффектом и оптимальной поддержкой головы и шеи. Подходит гостям, предпочитающим прохладу и современный комфорт.",Меню възглавници,Pillow menu,Kissenmenü,Meniu perne,Nabídka polštářů,Меню подушек,pillow_menu|pillow_choice|sleep_comfort,housekeeping,
wake_up_call,request,reception,services,True,15,alarm-clock,time_slot,reception,,wake_up_call,False,False,1,1,True,slots,05:00|05:30|06:00|06:30|07:00|07:30|08:00,False,,,,,,True,True,True,instant,Рецепция,Rezeption,Reception,Recepție,Recepce,Събуждане,Weckruf,Wake-up call,Apel de trezire,Buzení,,,,,,Изпратете заявка за „Събуждане“ до рецепция.,Eine Anfrage für „Weckruf“ an die Rezeption senden.,Send a request for “Wake-up call” to reception.,Trimiteți o solicitare pentru „Apel de trezire” la recepție.,Odešlete požadavek „Buzení“ na recepci.,,,,,,Заявката „Събуждане“ е изпратена.,Ihre Anfrage „Weckruf“ wurde gesendet.,Your “Wake-up call” request has been sent.,Solicitarea „Apel de trezire” a fost trimisă.,Požadavek „Buzení“ byl odeslán.,Събуждане,Weckruf,Wake-up call,Apel de trezire,Buzení,,,,,,,,,,,,,Рецепция,Звонок-будильник,,Отправьте запрос «Звонок-будильник» на рецепцию.,,Запрос «Звонок-будильник» отправлен.,Звонок-будильник,,,Събуждане|събуждане|обаждане за събуждане,Wake-up call|wake up call|alarm call,Weckruf|weckruf,Apel de trezire|apel de trezire,Buzení|buzení|budíček,Звонок-будильник|звонок-будильник|разбудите меня,request_service|wake_up_call,reception,
taxi,request,reception,services,True,16,taxi,standard,reception,,taxi,True,False,1,1,True,free,,False,,,,,,True,True,True,staff_required,Рецепция,Rezeption,Reception,Recepție,Recepce,Такси,Taxi,Taxi,Taxi,Taxi,,,,,,Изпратете заявка за „Такси“ до рецепция.,Eine Anfrage für „Taxi“ an die Rezeption senden.,Send a request for “Taxi” to reception.,Trimiteți o solicitare pentru „Taxi” la recepție.,Odešlete požadavek „Taxi“ na recepci.,,,,,,Заявката „Такси“ е изпратена.,Ihre Anfrage „Taxi“ wurde gesendet.,Your “Taxi” request has been sent.,Solicitarea „Taxi” a fost trimisă.,Požadavek „Taxi“ byl odeslán.,Такси,Taxi,Taxi,Taxi,Taxi,,,,,,,,,,,,,Рецепция,Такси,,Отправьте запрос «Такси» на рецепцию.,,Запрос «Такси» отправлен.,Такси,,,Такси|такси|поръчка на такси|трансфер,Taxi|taxi|book a taxi|transport,Taxi|taxi bestellen|taxi,Taxi|taxi|comandă taxi,Taxi|taxi|objednat taxi,Такси|такси|заказать такси,request_service|taxi|transport,reception,
information_request,request,reception,services,True,17,info,standard,reception,,information_request,True,False,1,1,False,none,,False,,,,,,True,True,True,instant,Рецепция,Rezeption,Reception,Recepție,Recepce,Информация от рецепция,Information von der Rezeption,Information from reception,Informații de la recepție,Informace z recepce,,,,,,Изпратете заявка за „Информация от рецепция“ до рецепция.,Eine Anfrage für „Information von der Rezeption“ an die Rezeption senden.,Send a request for “Information from reception” to reception.,Trimiteți o solicitare pentru „Informații de la recepție” la recepție.,Odešlete požadavek „Informace z recepce“ na recepci.,,,,,,Заявката „Информация от рецепция“ е изпратена.,Ihre Anfrage „Information von der Rezeption“ wurde gesendet.,Your “Information from reception” request has been sent.,Solicitarea „Informații de la recepție” a fost trimisă.,Požadavek „Informace z recepce“ byl odeslán.,Информация от рецепция,Information von der Rezeption,Information from reception,Informații de la recepție,Informace z recepce,,,,,,,,,,,,,Рецепция,Информация на рецепции,,Отправьте запрос «Информация на рецепции» на рецепцию.,,Запрос «Информация на рецепции» отправлен.,Информация на рецепции,,,Информация от рецепция,Information from reception,Information von der Rezeption,Informații de la recepție,Informace z recepce,Информация на рецепции,request_service|reception_information,reception,
reservation_help,request,reception,services,True,18,reservation,standard,reception,,reservation_help,True,False,1,1,False,none,,False,,,,,,True,True,True,staff_required,Рецепция,Rezeption,Reception,Recepție,Recepce,Помощ с резервация,Hilfe bei einer Reservierung,Reservation assistance,Ajutor pentru rezervare,Pomoc s rezervací,,,,,,Изпратете заявка за „Помощ с резервация“ до рецепция.,Eine Anfrage für „Hilfe bei einer Reservierung“ an die Rezeption senden.,Send a request for “Reservation assistance” to reception.,Trimiteți o solicitare pentru „Ajutor pentru rezervare” la recepție.,Odešlete požadavek „Pomoc s rezervací“ na recepci.,,,,,,Заявката „Помощ с резервация“ е изпратена.,Ihre Anfrage „Hilfe bei einer Reservierung“ wurde gesendet.,Your “Reservation assistance” request has been sent.,Solicitarea „Ajutor pentru rezervare” a fost trimisă.,Požadavek „Pomoc s rezervací“ byl odeslán.,Помощ с резервация,Hilfe bei einer Reservierung,Reservation assistance,Ajutor pentru rezervare,Pomoc s rezervací,,,,,,,,,,,,,Рецепция,Помощь с бронированием,,Отправьте запрос «Помощь с бронированием» на рецепцию.,,Запрос «Помощь с бронированием» отправлен.,Помощь с бронированием,,,Помощ с резервация,Reservation assistance,Hilfe bei einer Reservierung,Ajutor pentru rezervare,Pomoc s rezervací,Помощь с бронированием,request_service|reservation_help,reception,
luggage_help,request,reception,services,True,19,luggage,standard,reception,,luggage_help,True,False,1,1,False,none,,False,,,,,,True,True,True,staff_required,Рецепция,Rezeption,Reception,Recepție,Recepce,Помощ с багаж,Gepäckhilfe,Luggage assistance,Ajutor cu bagajele,Pomoc se zavazadly,,,,,,Изпратете заявка за „Помощ с багаж“ до рецепция.,Eine Anfrage für „Gepäckhilfe“ an die Rezeption senden.,Send a request for “Luggage assistance” to reception.,Trimiteți o solicitare pentru „Ajutor cu bagajele” la recepție.,Odešlete požadavek „Pomoc se zavazadly“ na recepci.,,,,,,Заявката „Помощ с багаж“ е изпратена.,Ihre Anfrage „Gepäckhilfe“ wurde gesendet.,Your “Luggage assistance” request has been sent.,Solicitarea „Ajutor cu bagajele” a fost trimisă.,Požadavek „Pomoc se zavazadly“ byl odeslán.,Помощ с багаж,Gepäckhilfe,Luggage assistance,Ajutor cu bagajele,Pomoc se zavazadly,,,,,,,,,,,,,Рецепция,Помощь с багажом,,Отправьте запрос «Помощь с багажом» на рецепцию.,,Запрос «Помощь с багажом» отправлен.,Помощь с багажом,,,Помощ с багаж,Luggage assistance,Gepäckhilfe,Ajutor cu bagajele,Pomoc se zavazadly,Помощь с багажом,request_service|luggage,reception,
other_reception,request,reception,services,True,20,clipboard,standard,reception,,other_reception,True,False,1,1,False,none,,False,,,,,,True,True,True,staff_required,Рецепция,Rezeption,Reception,Recepție,Recepce,Друга заявка към рецепция,Andere Anfrage an die Rezeption,Other reception request,Altă solicitare la recepție,Jiný požadavek na recepci,,,,,,Изпратете заявка за „Друга заявка към рецепция“ до рецепция.,Eine Anfrage für „Andere Anfrage an die Rezeption“ an die Rezeption senden.,Send a request for “Other reception request” to reception.,Trimiteți o solicitare pentru „Altă solicitare la recepție” la recepție.,Odešlete požadavek „Jiný požadavek na recepci“ na recepci.,,,,,,Заявката „Друга заявка към рецепция“ е изпратена.,Ihre Anfrage „Andere Anfrage an die Rezeption“ wurde gesendet.,Your “Other reception request” request has been sent.,Solicitarea „Altă solicitare la recepție” a fost trimisă.,Požadavek „Jiný požadavek na recepci“ byl odeslán.,Друга заявка към рецепция,Andere Anfrage an die Rezeption,Other reception request,Altă solicitare la recepție,Jiný požadavek na recepci,,,,,,,,,,,,,Рецепция,Другой запрос на рецепцию,,Отправьте запрос «Другой запрос на рецепцию» на рецепцию.,,Запрос «Другой запрос на рецепцию» отправлен.,Другой запрос на рецепцию,,,Друга заявка към рецепция,Other reception request,Andere Anfrage an die Rezeption,Altă solicitare la recepție,Jiný požadavek na recepci,Другой запрос на рецепцию,request_service|reception_other,reception,
special_occasion,request,reception,special,True,60,🎉,standard,reception,,other_reception,True,False,,,False,none,,False,,,,,,True,True,True,staff_required,,,,,,Специален повод,Besonderer Anlass,Special occasion,Ocazie specială,Speciální příležitost,Опишете повода,Beschreiben Sie den Anlass,Describe the occasion,Descrieți ocazia,Popište příležitost,"Рожден ден, годишнина, изненада или друг повод.","Geburtstag, Jubiläum, Überraschung oder anderer Anlass.","Birthday, anniversary, surprise or another occasion.","Zi de naștere, aniversare, surpriză sau altă ocazie.","Narozeniny, výročí, překvapení nebo jiná příležitost.",,,,,,,,,,,Специален повод,Besonderer Anlass,Special occasion,Ocazie specială,Speciální příležitost,birthday|anniversary|occasion|специален повод|рожден ден|годишнина|изненада|празник|романтична изненада|повод|birthday|anniversary|special occasion|surprise|celebration|romantic surprise|occasion|geburtstag|jahrestag|besonderer anlass|überraschung|feier|romantische überraschung|aniversare|zi de naștere|ocazie specială|surpriză|sărbătoare|surpriză romantică|narozeniny|výročí|speciální příležitost|překvapení|oslava|romantické překvapení,,,,,,,,,,,,,Особый случай,Опишите повод,"День рождения, годовщина, сюрприз или другой повод.",,,Особый случай,,,Специален повод,Special occasion,Besonderer Anlass,Ocazie specială,Speciální příležitost,Особый случай,special_occasion|birthday|anniversary|surprise,reception,
late_checkout,request,reception,reception,True,62,⏰,standard,reception,reception,late_checkout,False,False,,,none,,,True,"25,00",€,,,,True,True,True,staff_required,,,,,,Късен check-out,Late check-out,Late check-out,Late check-out,Pozdní check-out,,,,,,Заявете късен check-out. Услугата е платена и се предоставя според заетостта на хотела.,Fragen Sie einen Late Check-out an. Diese Leistung ist kostenpflichtig und abhängig von der Verfügbarkeit im Hotel.,Request a late check-out. This is a paid service and is subject to hotel availability.,Solicitați late check-out. Acest serviciu este contra cost și este disponibil în funcție de gradul de ocupare al hotelului.,Požádejte o pozdní check-out. Tato služba je zpoplatněna a závisí na dostupnosti hotelu.,"Платена услуга: 25,00 €. Услугата се начислява към сметката на стаята след потвърждение от рецепция.","Kostenpflichtige Leistung: 25,00 €. Die Leistung wird nach Bestätigung durch die Rezeption auf die Zimmerrechnung gebucht.",Paid service: €25.00. The service will be charged to the room account after confirmation by reception.,"Serviciu contra cost: 25,00 €. Serviciul va fi adăugat pe nota camerei după confirmarea recepției.","Placená služba: 25,00 €. Služba bude po potvrzení recepcí připsána na účet pokoje.",Заявката за късен check-out е изпратена към рецепция.,Ihre Anfrage für einen Late Check-out wurde an die Rezeption gesendet.,Your late check-out request has been sent to reception.,Solicitarea pentru late check-out a fost trimisă la recepție.,Vaše žádost o pozdní check-out byla odeslána na recepci.,Късен check-out,Late check-out,Late check-out,Late check-out,Pozdní check-out,late_checkout|късен check-out|късно напускане|late checkout|late check-out|напускане|рецепция|платена услуга|late checkout|late check-out|late departure|checkout|reception|paid service|late check-out|später check-out|spätes auschecken|abreise|rezeption|kostenpflichtige leistung|late check-out|plecare târzie|checkout târziu|recepție|serviciu contra cost|pozdní check-out|pozdní odjezd|checkout|recepce|placená služba|поздний выезд|поздний check-out|выезд|ресепшен,,,,,,,,,,,,,Поздний выезд,,Запросите поздний выезд. Услуга платная и предоставляется при наличии возможности.,"Платная услуга: 25,00 €. Стоимость будет начислена на счет номера после подтверждения на рецепции.",Запрос на поздний выезд отправлен на рецепцию.,Поздний выезд,,,Късен check-out|късен чек-аут|по-късно напускане|удължаване на стаята,Late check-out|late checkout|later departure,Late check-out|später check-out|late check-out,Late check-out|late check-out|plecare târzie,Pozdní check-out|pozdní check-out|pozdější odjezd,Поздний выезд|поздний выезд|поздний check-out,late_checkout|departure_time|paid_service,reception,
